pair_id,odia_poem_line,english_poem_line,poem_context,poet,rhyming_word_odia,rhyming_word_english,emotion_tone,odia_word_count,english_word_count,has_alliteration,line_complexity
3102,ଫୁଲ ଭରି ଉଦ୍ବିଗ୍ନ,fire filled with sorrow,Emotional Nature,Synthetic Poetry,ନ,sorrow,Melancholy,7,4,True,Simple
3103,ନଦୀ ଭରି ବିଷାଦ,water filled with love,Emotional Nature,Synthetic Poetry,ଦ,love,Joyful,5,4,True,Simple
3104,ସମୁଦ୍ର ଭରି ଶାନ୍ତି,forest filled with delight,Emotional Nature,Synthetic Poetry,ତ,delight,Joyful,7,4,True,Medium
3105,ଚନ୍ଦ୍ର ଭରି ଦୁଃଖ,ocean filled with joy,Emotional Nature,Synthetic Poetry,ଖ,joy,Joyful,6,4,False,Simple
3106,ଫୁଲ ଭରି ଶାନ୍ତି,flower filled with anger,Emotional Nature,Synthetic Poetry,ତ,anger,Melancholy,6,4,True,Medium
3107,ବାୟୁ ଭରି ଶାନ୍ତି,fire filled with fear,Emotional Nature,Synthetic Poetry,ତ,fear,Melancholy,6,4,True,Simple
3108,ବାୟୁ ଭରି କ୍ରୋଧ,star filled with anger,Emotional Nature,Synthetic Poetry,ଧ,anger,Melancholy,6,4,False,Simple
3109,ବନ ଭରି ଆଶା,fire filled with hope,Emotional Nature,Synthetic Poetry,ଆଶ,hope,Positive,3,4,True,Simple
3110,ସମୁଦ୍ର ଭରି ଶାନ୍ତି,star filled with anxiety,Emotional Nature,Synthetic Poetry,ତ,anxiety,Sad,7,4,False,Medium
3111,ଅଗ୍ନି ଭରି ପ୍ରେମ,river filled with grief,Emotional Nature,Synthetic Poetry,ମ,grief,Sad,6,4,False,Simple
3112,ବନ ଭରି ଆନନ୍ଦ,river filled with grief,Emotional Nature,Synthetic Poetry,ଦ,grief,Sad,4,4,False,Simple
3113,ତାରା ଭରି ଦୁଃଖ,flower filled with love,Emotional Nature,Synthetic Poetry,ଖ,love,Joyful,5,4,True,Simple
3114,ସମୁଦ୍ର ଭରି ଭୟ,water filled with grief,Emotional Nature,Synthetic Poetry,ଭୟ,grief,Sad,5,4,True,Simple
3115,ଅଗ୍ନି ଭରି ଭୟ,flower filled with peace,Emotional Nature,Synthetic Poetry,ଭୟ,peace,Joyful,4,4,True,Medium
3116,ଚନ୍ଦ୍ର ଭରି ଉଦ୍ବିଗ୍ନ,ocean filled with delight,Emotional Nature,Synthetic Poetry,ନ,delight,Joyful,8,4,False,Medium
3117,ସମୁଦ୍ର ଭରି ଭୟ,star filled with sorrow,Emotional Nature,Synthetic Poetry,ଭୟ,sorrow,Melancholy,5,4,True,Simple
3118,ଜଳ ଭରି ପ୍ରେମ,river filled with anger,Emotional Nature,Synthetic Poetry,ମ,anger,Melancholy,5,4,False,Simple
3119,ତାରା ଭରି ଦୁଃଖ,fire filled with love,Emotional Nature,Synthetic Poetry,ଖ,love,Positive,5,4,True,Simple
3120,ଚନ୍ଦ୍ର ଭରି ବିଷାଦ,mountain filled with anxiety,Emotional Nature,Synthetic Poetry,ଦ,anxiety,Sad,7,4,False,Complex
3121,ସମୁଦ୍ର ଭରି ବିଷାଦ,wind filled with delight,Emotional Nature,Synthetic Poetry,ଦ,delight,Joyful,7,4,True,Medium
3122,ଫୁଲ ଭରି ଶାନ୍ତି,wind filled with grief,Emotional Nature,Synthetic Poetry,ତ,grief,Sad,6,4,True,Simple
3123,ସମୁଦ୍ର ଭରି ବିଷାଦ,river filled with joy,Emotional Nature,Synthetic Poetry,ଦ,joy,Joyful,7,4,False,Simple
3124,ଚନ୍ଦ୍ର ଭରି ହର୍ଷ,forest filled with fear,Emotional Nature,Synthetic Poetry,ଷ,fear,Sad,6,4,True,Simple
3125,ଚନ୍ଦ୍ର ଭରି ଶାନ୍ତି,moon filled with peace,Emotional Nature,Synthetic Poetry,ତ,peace,Joyful,7,4,False,Simple
3126,ଚନ୍ଦ୍ର ଭରି ପ୍ରେମ,water filled with anxiety,Emotional Nature,Synthetic Poetry,ମ,anxiety,Sad,7,4,True,Medium
3127,ତାରା ଭରି ଭୟ,river filled with anger,Emotional Nature,Synthetic Poetry,ଭୟ,anger,Melancholy,4,4,False,Simple
3128,ଅଗ୍ନି ଭରି ଦୁଃଖ,fire filled with fear,Emotional Nature,Synthetic Poetry,ଖ,fear,Melancholy,5,4,True,Simple
3129,ସମୁଦ୍ର ଭରି ହର୍ଷ,fire filled with joy,Emotional Nature,Synthetic Poetry,ଷ,joy,Positive,6,4,True,Simple
3130,ତାରା ଭରି କ୍ରୋଧ,moon filled with sorrow,Emotional Nature,Synthetic Poetry,ଧ,sorrow,Melancholy,6,4,False,Simple
3131,ଅଗ୍ନି ଭରି ଭୟ,fire filled with love,Emotional Nature,Synthetic Poetry,ଭୟ,love,Positive,4,4,True,Simple
3132,ଜଳ ଭରି ଭୟ,wind filled with hope,Emotional Nature,Synthetic Poetry,ଭୟ,hope,Positive,3,4,True,Simple
3133,ଫୁଲ ଭରି ଭୟ,river filled with grief,Emotional Nature,Synthetic Poetry,ଭୟ,grief,Sad,4,4,False,Simple
3134,ବାୟୁ ଭରି ହର୍ଷ,forest filled with delight,Emotional Nature,Synthetic Poetry,ଷ,delight,Joyful,5,4,True,Medium
3135,ଚନ୍ଦ୍ର ଭରି ଶାନ୍ତି,mountain filled with hope,Emotional Nature,Synthetic Poetry,ତ,hope,Positive,7,4,False,Medium
3136,ନଦୀ ଭରି ବିଷାଦ,ocean filled with anxiety,Emotional Nature,Synthetic Poetry,ଦ,anxiety,Sad,5,4,False,Medium
3137,ବାୟୁ ଭରି କ୍ରୋଧ,river filled with sorrow,Emotional Nature,Synthetic Poetry,ଧ,sorrow,Melancholy,6,4,False,Medium
3138,ଚନ୍ଦ୍ର ଭରି ଦୁଃଖ,river filled with anger,Emotional Nature,Synthetic Poetry,ଖ,anger,Melancholy,6,4,False,Simple
3139,ବାୟୁ ଭରି ଶାନ୍ତି,river filled with hope,Emotional Nature,Synthetic Poetry,ତ,hope,Positive,6,4,False,Simple
3140,ସମୁଦ୍ର ଭରି ଶାନ୍ତି,river filled with anxiety,Emotional Nature,Synthetic Poetry,ତ,anxiety,Sad,7,4,False,Medium
3141,ଜଳ ଭରି ଶାନ୍ତି,ocean filled with joy,Emotional Nature,Synthetic Poetry,ତ,joy,Joyful,5,4,False,Simple
3142,ଅଗ୍ନି ଭରି ଭୟ,moon filled with love,Emotional Nature,Synthetic Poetry,ଭୟ,love,Joyful,4,4,False,Simple
3143,ବାୟୁ ଭରି ପ୍ରେମ,flower filled with delight,Emotional Nature,Synthetic Poetry,ମ,delight,Joyful,6,4,True,Medium
3144,ବାୟୁ ଭରି ଆନନ୍ଦ,water filled with joy,Emotional Nature,Synthetic Poetry,ଦ,joy,Joyful,5,4,True,Simple
3145,ସମୁଦ୍ର ଭରି ବିଷାଦ,mountain filled with peace,Emotional Nature,Synthetic Poetry,ଦ,peace,Joyful,7,4,False,Medium
3146,ଫୁଲ ଭରି ଦୁଃଖ,flower filled with delight,Emotional Nature,Synthetic Poetry,ଖ,delight,Joyful,5,4,True,Medium
3147,ନଦୀ ଭରି ପ୍ରେମ,water filled with sorrow,Emotional Nature,Synthetic Poetry,ମ,sorrow,Melancholy,5,4,True,Medium
3148,ଚନ୍ଦ୍ର ଭରି କ୍ରୋଧ,forest filled with anxiety,Emotional Nature,Synthetic Poetry,ଧ,anxiety,Sad,7,4,True,Medium
3149,ପର୍ବତ ଭରି କ୍ରୋଧ,ocean filled with anxiety,Emotional Nature,Synthetic Poetry,ଧ,anxiety,Sad,6,4,False,Medium
3150,ପର୍ବତ ଭରି ଆଶା,star filled with joy,Emotional Nature,Synthetic Poetry,ଆଶ,joy,Joyful,4,4,False,Simple
3151,ସମୁଦ୍ର ଭରି ପ୍ରେମ,star filled with joy,Emotional Nature,Synthetic Poetry,ମ,joy,Joyful,7,4,False,Simple
3152,ଜଳ ଭରି ଉଦ୍ବିଗ୍ନ,moon filled with anger,Emotional Nature,Synthetic Poetry,ନ,anger,Melancholy,6,4,False,Simple
3153,ପର୍ବତ ଭରି କ୍ରୋଧ,wind filled with anxiety,Emotional Nature,Synthetic Poetry,ଧ,anxiety,Sad,6,4,True,Medium
3154,ବନ ଭରି ଉଦ୍ବିଗ୍ନ,star filled with fear,Emotional Nature,Synthetic Poetry,ନ,fear,Sad,6,4,True,Simple
3155,ଫୁଲ ଭରି ଦୁଃଖ,water filled with anxiety,Emotional Nature,Synthetic Poetry,ଖ,anxiety,Sad,5,4,True,Medium
3156,ବନ ଭରି ଭୟ,fire filled with hope,Emotional Nature,Synthetic Poetry,ଭୟ,hope,Positive,3,4,True,Simple
3157,ନଦୀ ଭରି ଦୁଃଖ,water filled with delight,Emotional Nature,Synthetic Poetry,ଖ,delight,Joyful,4,4,True,Medium
3158,ବାୟୁ ଭରି ଦୁଃଖ,flower filled with anxiety,Emotional Nature,Synthetic Poetry,ଖ,anxiety,Sad,5,4,True,Medium
3159,ଅଗ୍ନି ଭରି ଶାନ୍ତି,flower filled with anger,Emotional Nature,Synthetic Poetry,ତ,anger,Melancholy,6,4,True,Medium
3160,ଚନ୍ଦ୍ର ଭରି କ୍ରୋଧ,wind filled with grief,Emotional Nature,Synthetic Poetry,ଧ,grief,Sad,7,4,True,Simple
3161,ଜଳ ଭରି ଆନନ୍ଦ,fire filled with delight,Emotional Nature,Synthetic Poetry,ଦ,delight,Positive,4,4,True,Medium
3162,ଜଳ ଭରି ପ୍ରେମ,mountain filled with sorrow,Emotional Nature,Synthetic Poetry,ମ,sorrow,Melancholy,5,4,False,Medium
3163,ବାୟୁ ଭରି କ୍ରୋଧ,mountain filled with delight,Emotional Nature,Synthetic Poetry,ଧ,delight,Joyful,6,4,False,Complex
3164,ଜଳ ଭରି ଭୟ,star filled with peace,Emotional Nature,Synthetic Poetry,ଭୟ,peace,Joyful,3,4,False,Simple
3165,ଜଳ ଭରି ଦୁଃଖ,wind filled with anger,Emotional Nature,Synthetic Poetry,ଖ,anger,Melancholy,4,4,True,Simple
3166,ଅଗ୍ନି ଭରି ଆନନ୍ଦ,wind filled with hope,Emotional Nature,Synthetic Poetry,ଦ,hope,Positive,5,4,True,Simple
3167,ସମୁଦ୍ର ଭରି ବିଷାଦ,moon filled with anxiety,Emotional Nature,Synthetic Poetry,ଦ,anxiety,Sad,7,4,False,Medium
3168,ବନ ଭରି ପ୍ରେମ,ocean filled with anxiety,Emotional Nature,Synthetic Poetry,ମ,anxiety,Sad,5,4,False,Medium
3169,ବନ ଭରି ଦୁଃଖ,mountain filled with delight,Emotional Nature,Synthetic Poetry,ଖ,delight,Joyful,4,4,False,Complex
3170,ତାରା ଭରି ହର୍ଷ,star filled with peace,Emotional Nature,Synthetic Poetry,ଷ,peace,Joyful,5,4,False,Simple
3171,ବନ ଭରି କ୍ରୋଧ,water filled with hope,Emotional Nature,Synthetic Poetry,ଧ,hope,Positive,5,4,True,Simple
3172,ଅଗ୍ନି ଭରି ଶାନ୍ତି,flower filled with peace,Emotional Nature,Synthetic Poetry,ତ,peace,Joyful,6,4,True,Medium
3173,ଫୁଲ ଭରି କ୍ରୋଧ,river filled with peace,Emotional Nature,Synthetic Poetry,ଧ,peace,Joyful,6,4,False,Simple
3174,ବାୟୁ ଭରି ଆଶା,ocean filled with love,Emotional Nature,Synthetic Poetry,ଆଶ,love,Joyful,4,4,False,Simple
3175,ବାୟୁ ଭରି ଶାନ୍ତି,flower filled with fear,Emotional Nature,Synthetic Poetry,ତ,fear,Sad,6,4,True,Simple
3176,ପର୍ବତ ଭରି ଦୁଃଖ,ocean filled with joy,Emotional Nature,Synthetic Poetry,ଖ,joy,Joyful,5,4,False,Simple
3177,ଫୁଲ ଭରି ଶାନ୍ତି,fire filled with love,Emotional Nature,Synthetic Poetry,ତ,love,Positive,6,4,True,Simple
3178,ନଦୀ ଭରି ବିଷାଦ,river filled with grief,Emotional Nature,Synthetic Poetry,ଦ,grief,Sad,5,4,False,Simple
3179,ଜଳ ଭରି ଉଦ୍ବିଗ୍ନ,forest filled with peace,Emotional Nature,Synthetic Poetry,ନ,peace,Joyful,6,4,True,Medium
3180,ଚନ୍ଦ୍ର ଭରି ହର୍ଷ,water filled with fear,Emotional Nature,Synthetic Poetry,ଷ,fear,Sad,6,4,True,Simple
3181,ତାରା ଭରି ଆଶା,mountain filled with joy,Emotional Nature,Synthetic Poetry,ଆଶ,joy,Joyful,4,4,False,Medium
3182,ଜଳ ଭରି ଭୟ,star filled with sorrow,Emotional Nature,Synthetic Poetry,ଭୟ,sorrow,Melancholy,3,4,True,Simple
3183,ନଦୀ ଭରି ବିଷାଦ,fire filled with delight,Emotional Nature,Synthetic Poetry,ଦ,delight,Positive,5,4,True,Medium
3184,ବାୟୁ ଭରି ଉଦ୍ବିଗ୍ନ,river filled with anxiety,Emotional Nature,Synthetic Poetry,ନ,anxiety,Sad,7,4,False,Medium
3185,ଚନ୍ଦ୍ର ଭରି ଆନନ୍ଦ,wind filled with grief,Emotional Nature,Synthetic Poetry,ଦ,grief,Sad,6,4,True,Simple
3186,ଜଳ ଭରି ଦୁଃଖ,fire filled with peace,Emotional Nature,Synthetic Poetry,ଖ,peace,Positive,4,4,True,Simple
3187,ବନ ଭରି ଦୁଃଖ,star filled with sorrow,Emotional Nature,Synthetic Poetry,ଖ,sorrow,Melancholy,4,4,True,Simple
3188,ତାରା ଭରି ଉଦ୍ବିଗ୍ନ,forest filled with grief,Emotional Nature,Synthetic Poetry,ନ,grief,Sad,7,4,True,Medium
3189,ତାରା ଭରି ହର୍ଷ,star filled with love,Emotional Nature,Synthetic Poetry,ଷ,love,Joyful,5,4,False,Simple
3190,ଅଗ୍ନି ଭରି ଶାନ୍ତି,water filled with sorrow,Emotional Nature,Synthetic Poetry,ତ,sorrow,Melancholy,6,4,True,Medium
3191,ଅଗ୍ନି ଭରି ଶାନ୍ତି,ocean filled with joy,Emotional Nature,Synthetic Poetry,ତ,joy,Joyful,6,4,False,Simple
3192,ପର୍ବତ ଭରି ଉଦ୍ବିଗ୍ନ,water filled with fear,Emotional Nature,Synthetic Poetry,ନ,fear,Sad,7,4,True,Simple
3193,ବାୟୁ ଭରି ବିଷାଦ,wind filled with love,Emotional Nature,Synthetic Poetry,ଦ,love,Joyful,6,4,True,Simple
3194,ପର୍ବତ ଭରି ବିଷାଦ,ocean filled with hope,Emotional Nature,Synthetic Poetry,ଦ,hope,Positive,6,4,False,Simple
3195,ବାୟୁ ଭରି ହର୍ଷ,water filled with sorrow,Emotional Nature,Synthetic Poetry,ଷ,sorrow,Melancholy,5,4,True,Medium
3196,ଜଳ ଭରି ହର୍ଷ,water filled with grief,Emotional Nature,Synthetic Poetry,ଷ,grief,Sad,4,4,True,Simple
3197,ଅଗ୍ନି ଭରି ଭୟ,wind filled with hope,Emotional Nature,Synthetic Poetry,ଭୟ,hope,Positive,4,4,True,Simple
3198,ଜଳ ଭରି ଭୟ,mountain filled with hope,Emotional Nature,Synthetic Poetry,ଭୟ,hope,Positive,3,4,False,Medium
3199,ଅଗ୍ନି ଭରି ପ୍ରେମ,fire filled with anger,Emotional Nature,Synthetic Poetry,ମ,anger,Melancholy,6,4,True,Simple
3200,ଫୁଲ ଭରି ଆନନ୍ଦ,river filled with joy,Emotional Nature,Synthetic Poetry,ଦ,joy,Joyful,5,4,False,Simple
3201,ପର୍ବତ ଭରି ଆଶା,water filled with anxiety,Emotional Nature,Synthetic Poetry,ଆଶ,anxiety,Sad,4,4,True,Medium
3202,ବାୟୁ ଭରି ହର୍ଷ,fire filled with grief,Emotional Nature,Synthetic Poetry,ଷ,grief,Melancholy,5,4,True,Simple
3203,ବାୟୁ ଭରି ଶାନ୍ତି,river filled with peace,Emotional Nature,Synthetic Poetry,ତ,peace,Joyful,6,4,False,Simple
3204,ନଦୀ ଭରି ଆଶା,wind filled with fear,Emotional Nature,Synthetic Poetry,ଆଶ,fear,Sad,3,4,True,Simple
3205,ତାରା ଭରି ଉଦ୍ବିଗ୍ନ,forest filled with grief,Emotional Nature,Synthetic Poetry,ନ,grief,Sad,7,4,True,Medium
3206,ସମୁଦ୍ର ଭରି ଆଶା,forest filled with peace,Emotional Nature,Synthetic Poetry,ଆଶ,peace,Joyful,5,4,True,Medium
3207,ଫୁଲ ଭରି ହର୍ଷ,moon filled with fear,Emotional Nature,Synthetic Poetry,ଷ,fear,Sad,5,4,True,Simple
3208,ସମୁଦ୍ର ଭରି ଶାନ୍ତି,water filled with peace,Emotional Nature,Synthetic Poetry,ତ,peace,Joyful,7,4,True,Simple
3209,ଅଗ୍ନି ଭରି ବିଷାଦ,ocean filled with grief,Emotional Nature,Synthetic Poetry,ଦ,grief,Sad,6,4,False,Simple
3210,ଜଳ ଭରି ଭୟ,star filled with anger,Emotional Nature,Synthetic Poetry,ଭୟ,anger,Melancholy,3,4,False,Simple
3211,ସମୁଦ୍ର ଭରି ଦୁଃଖ,water filled with anger,Emotional Nature,Synthetic Poetry,ଖ,anger,Melancholy,6,4,True,Simple
3212,ନଦୀ ଭରି ଉଦ୍ବିଗ୍ନ,mountain filled with hope,Emotional Nature,Synthetic Poetry,ନ,hope,Positive,6,4,False,Medium
3213,ବାୟୁ ଭରି ଆନନ୍ଦ,river filled with delight,Emotional Nature,Synthetic Poetry,ଦ,delight,Joyful,5,4,False,Medium
3214,ତାରା ଭରି ଶାନ୍ତି,flower filled with anger,Emotional Nature,Synthetic Poetry,ତ,anger,Melancholy,6,4,True,Medium
3215,ନଦୀ ଭରି ଆନନ୍ଦ,forest filled with hope,Emotional Nature,Synthetic Poetry,ଦ,hope,Positive,4,4,True,Simple
3216,ବନ ଭରି ଆନନ୍ଦ,flower filled with peace,Emotional Nature,Synthetic Poetry,ଦ,peace,Joyful,4,4,True,Medium
3217,ତାରା ଭରି ଭୟ,flower filled with delight,Emotional Nature,Synthetic Poetry,ଭୟ,delight,Joyful,4,4,True,Medium
3218,ଜଳ ଭରି ଭୟ,mountain filled with peace,Emotional Nature,Synthetic Poetry,ଭୟ,peace,Joyful,3,4,False,Medium
3219,ପର୍ବତ ଭରି ଦୁଃଖ,forest filled with love,Emotional Nature,Synthetic Poetry,ଖ,love,Joyful,5,4,True,Simple
3220,ଜଳ ଭରି ପ୍ରେମ,star filled with sorrow,Emotional Nature,Synthetic Poetry,ମ,sorrow,Melancholy,5,4,True,Simple
3221,ଜଳ ଭରି ପ୍ରେମ,ocean filled with grief,Emotional Nature,Synthetic Poetry,ମ,grief,Sad,5,4,False,Simple
3222,ବନ ଭରି ବିଷାଦ,water filled with delight,Emotional Nature,Synthetic Poetry,ଦ,delight,Joyful,5,4,True,Medium
3223,ଅଗ୍ନି ଭରି ଶାନ୍ତି,wind filled with delight,Emotional Nature,Synthetic Poetry,ତ,delight,Joyful,6,4,True,Medium
3224,ତାରା ଭରି ହର୍ଷ,flower filled with delight,Emotional Nature,Synthetic Poetry,ଷ,delight,Joyful,5,4,True,Medium
3225,ସମୁଦ୍ର ଭରି ଆଶା,wind filled with joy,Emotional Nature,Synthetic Poetry,ଆଶ,joy,Joyful,5,4,True,Simple
3226,ବନ ଭରି ବିଷାଦ,flower filled with anger,Emotional Nature,Synthetic Poetry,ଦ,anger,Melancholy,5,4,True,Medium
3227,ବନ ଭରି ଆନନ୍ଦ,flower filled with love,Emotional Nature,Synthetic Poetry,ଦ,love,Joyful,4,4,True,Simple
3228,ନଦୀ ଭରି ଶାନ୍ତି,star filled with joy,Emotional Nature,Synthetic Poetry,ତ,joy,Joyful,5,4,False,Simple
3229,ବାୟୁ ଭରି ବିଷାଦ,fire filled with peace,Emotional Nature,Synthetic Poetry,ଦ,peace,Positive,6,4,True,Simple
3230,ଅଗ୍ନି ଭରି ଉଦ୍ବିଗ୍ନ,forest filled with anxiety,Emotional Nature,Synthetic Poetry,ନ,anxiety,Sad,7,4,True,Medium
3231,ବାୟୁ ଭରି କ୍ରୋଧ,wind filled with grief,Emotional Nature,Synthetic Poetry,ଧ,grief,Sad,6,4,True,Simple
3232,ବାୟୁ ଭରି ଭୟ,forest filled with sorrow,Emotional Nature,Synthetic Poetry,ଭୟ,sorrow,Melancholy,4,4,True,Medium
3233,ତାରା ଭରି ବିଷାଦ,fire filled with anxiety,Emotional Nature,Synthetic Poetry,ଦ,anxiety,Sad,6,4,True,Medium
3234,ଶିବ ପୂଜା,prayer of Krishna,Spiritual Practices,Devotional Corpus,ଜ,krishna,Neutral,4,3,False,Simple
3235,ଲକ୍ଷ୍ମୀ ପ୍ରାର୍ଥନା,prayer of Ram,Spiritual Practices,Devotional Corpus,ଥନ,ram,Neutral,7,3,False,Simple
3236,କୃଷ୍ଣ ପ୍ରଣାମ,prayer of Hanuman,Spiritual Practices,Devotional Corpus,ମ,hanuman,Neutral,6,3,False,Simple
3237,ଜଗନ୍ନାଥ ପ୍ରଣାମ,prayer of Lakshmi,Spiritual Practices,Devotional Corpus,ମ,lakshmi,Neutral,6,3,False,Simple
3238,ଲକ୍ଷ୍ମୀ ସ୍ତୁତି,worship of Shiva,Spiritual Practices,Devotional Corpus,ତ,shiva,Positive,6,3,False,Simple
3239,ରାମ ଆରାଧନା,veneration of Krishna,Spiritual Practices,Devotional Corpus,ଧନ,krishna,Neutral,4,3,False,Complex
3240,ସରସ୍ୱତୀ କୀର୍ତ୍ତନ,praise of Shiva,Spiritual Practices,Devotional Corpus,ତନ,shiva,Joyful,6,3,False,Simple
3241,କୃଷ୍ଣ ସେବା,kirtan of Lakshmi,Spiritual Practices,Devotional Corpus,ବ,lakshmi,Neutral,5,3,False,Simple
3242,ଶିବ ପ୍ରଣାମ,praise of Vishnu,Spiritual Practices,Devotional Corpus,ମ,vishnu,Joyful,5,3,False,Simple
3243,ବିଷ୍ଣୁ ଆରାଧନା,worship of Hanuman,Spiritual Practices,Devotional Corpus,ଧନ,hanuman,Positive,5,3,False,Medium
3244,ଜଗନ୍ନାଥ ପ୍ରାର୍ଥନା,worship of Ram,Spiritual Practices,Devotional Corpus,ଥନ,ram,Positive,7,3,False,Simple
3245,କୃଷ୍ଣ ସ୍ତୁତି,adoration of Krishna,Spiritual Practices,Devotional Corpus,ତ,krishna,Joyful,6,3,False,Medium
3246,ଲକ୍ଷ୍ମୀ ପ୍ରଣାମ,prayer of Lakshmi,Spiritual Practices,Devotional Corpus,ମ,lakshmi,Neutral,6,3,False,Simple
3247,ଶିବ କୀର୍ତ୍ତନ,adoration of Krishna,Spiritual Practices,Devotional Corpus,ତନ,krishna,Joyful,6,3,False,Medium
3248,ଦୁର୍ଗା ସ୍ତୁତି,veneration of Lakshmi,Spiritual Practices,Devotional Corpus,ତ,lakshmi,Neutral,6,3,False,Complex
3249,ବିଷ୍ଣୁ କୀର୍ତ୍ତନ,prayer of Krishna,Spiritual Practices,Devotional Corpus,ତନ,krishna,Neutral,7,3,False,Simple
3250,ସରସ୍ୱତୀ ପ୍ରଣାମ,kirtan of Lakshmi,Spiritual Practices,Devotional Corpus,ମ,lakshmi,Neutral,5,3,False,Simple
3251,ହନୁମାନ ସ୍ତୁତି,kirtan of Jagannath,Spiritual Practices,Devotional Corpus,ତ,jagannath,Neutral,6,3,False,Medium
3252,ରାମ ପ୍ରଣାମ,service of Hanuman,Spiritual Practices,Devotional Corpus,ମ,hanuman,Neutral,5,3,False,Medium
3253,ଲକ୍ଷ୍ମୀ ବନ୍ଦନା,prayer of Hanuman,Spiritual Practices,Devotional Corpus,ଦନ,hanuman,Neutral,5,3,False,Simple
3254,ବିଷ୍ଣୁ ସ୍ତୁତି,salutation of Vishnu,Spiritual Practices,Devotional Corpus,ତ,vishnu,Neutral,6,3,False,Medium
3255,ଗଣେଶ ପ୍ରାର୍ଥନା,kirtan of Lakshmi,Spiritual Practices,Devotional Corpus,ଥନ,lakshmi,Neutral,6,3,False,Simple
3256,କୃଷ୍ଣ ସ୍ତୁତି,praise of Vishnu,Spiritual Practices,Devotional Corpus,ତ,vishnu,Joyful,6,3,False,Simple
3257,ଜଗନ୍ନାଥ ପ୍ରଣାମ,prayer of Jagannath,Spiritual Practices,Devotional Corpus,ମ,jagannath,Neutral,6,3,False,Medium
3258,ସରସ୍ୱତୀ ବନ୍ଦନା,praise of Jagannath,Spiritual Practices,Devotional Corpus,ଦନ,jagannath,Joyful,4,3,False,Medium
3259,ରାମ ପ୍ରାର୍ଥନା,bhajan of Lakshmi,Spiritual Practices,Devotional Corpus,ଥନ,lakshmi,Neutral,6,3,False,Simple
3260,ହନୁମାନ ବନ୍ଦନା,salutation of Lakshmi,Spiritual Practices,Devotional Corpus,ଦନ,lakshmi,Neutral,5,3,False,Complex
3261,ରାମ ଧ୍ୟାନ,salutation of Durga,Spiritual Practices,Devotional Corpus,ନ,durga,Neutral,5,3,False,Medium
3262,ହନୁମାନ ଧ୍ୟାନ,adoration of Saraswati,Spiritual Practices,Devotional Corpus,ନ,saraswati,Joyful,6,3,False,Complex
3263,ରାମ ପ୍ରାର୍ଥନା,worship of Durga,Spiritual Practices,Devotional Corpus,ଥନ,durga,Positive,6,3,False,Simple
3264,ବିଷ୍ଣୁ ଭଜନ,praise of Ram,Spiritual Practices,Devotional Corpus,ଭଜନ,ram,Joyful,4,3,False,Simple
3265,ଦୁର୍ଗା ପ୍ରାର୍ଥନା,bhajan of Ram,Spiritual Practices,Devotional Corpus,ଥନ,ram,Neutral,7,3,False,Simple
3266,ଶିବ ଆରାଧନା,worship of Jagannath,Spiritual Practices,Devotional Corpus,ଧନ,jagannath,Positive,4,3,False,Medium
3267,ଲକ୍ଷ୍ମୀ ଧ୍ୟାନ,veneration of Durga,Spiritual Practices,Devotional Corpus,ନ,durga,Neutral,6,3,False,Medium
3268,ଲକ୍ଷ୍ମୀ ସେବା,kirtan of Saraswati,Spiritual Practices,Devotional Corpus,ବ,saraswati,Neutral,5,3,False,Medium
3269,ରାମ ପ୍ରଣାମ,worship of Shiva,Spiritual Practices,Devotional Corpus,ମ,shiva,Positive,5,3,False,Simple
3270,ଶିବ ସେବା,bhajan of Krishna,Spiritual Practices,Devotional Corpus,ବ,krishna,Neutral,4,3,False,Simple
3271,ରାମ ବନ୍ଦନା,service of Vishnu,Spiritual Practices,Devotional Corpus,ଦନ,vishnu,Neutral,4,3,False,Simple
3272,ଜଗନ୍ନାଥ କୀର୍ତ୍ତନ,worship of Ram,Spiritual Practices,Devotional Corpus,ତନ,ram,Positive,7,3,False,Simple
3273,ଜଗନ୍ନାଥ ସ୍ତୁତି,veneration of Durga,Spiritual Practices,Devotional Corpus,ତ,durga,Neutral,6,3,False,Medium
3274,ସରସ୍ୱତୀ ପ୍ରାର୍ଥନା,salutation of Vishnu,Spiritual Practices,Devotional Corpus,ଥନ,vishnu,Neutral,6,3,False,Medium
3275,ବିଷ୍ଣୁ ଆରାଧନା,worship of Hanuman,Spiritual Practices,Devotional Corpus,ଧନ,hanuman,Positive,5,3,False,Medium
3276,ଶିବ ସ୍ତୁତି,praise of Durga,Spiritual Practices,Devotional Corpus,ତ,durga,Joyful,5,3,False,Simple
3277,ରାମ ପୂଜା,adoration of Lakshmi,Spiritual Practices,Devotional Corpus,ଜ,lakshmi,Joyful,4,3,False,Medium
3278,ଶିବ ପ୍ରାର୍ଥନା,worship of Krishna,Spiritual Practices,Devotional Corpus,ଥନ,krishna,Positive,6,3,False,Medium
3279,ଶିବ ପ୍ରଣାମ,bhajan of Ram,Spiritual Practices,Devotional Corpus,ମ,ram,Neutral,5,3,False,Simple
3280,ଗଣେଶ ପୂଜା,kirtan of Durga,Spiritual Practices,Devotional Corpus,ଜ,durga,Neutral,4,3,False,Simple
3281,ବିଷ୍ଣୁ କୀର୍ତ୍ତନ,praise of Lakshmi,Spiritual Practices,Devotional Corpus,ତନ,lakshmi,Joyful,7,3,False,Simple
