element_id,odia_element,english_equivalent,element_type,poetic_context,usage_example_odia,usage_example_english,complexity_level
3695,ବୃଦ୍ଧି,growth,vocabulary,"Increase, expansion, development",ବୃଦ୍ଧି ର ମଧୁର କିରଣ,Sweet rays of the growth,advanced
3696,ପ୍ରବର୍ଦ୍ଧନ,promotion,vocabulary,"Encouragement, advancement, support",ପ୍ରବର୍ଦ୍ଧନ ର ମଧୁର କିରଣ,Sweet rays of the promotion,advanced
3697,ସଂବର୍ଦ୍ଧନ,nurturing,vocabulary,"Cultivation, fostering, development",ସଂବର୍ଦ୍ଧନ ର ମଧୁର କିରଣ,Sweet rays of the nurturing,advanced
3698,ପାଳନ,rearing,vocabulary,"Raising, nurturing, bringing up",ପାଳନ ର ମଧୁର କିରଣ,Sweet rays of the rearing,advanced
3699,ପୋଷଣ,nourishment,vocabulary,"Feeding, sustaining, support",ପୋଷଣ ର ମଧୁର କିରଣ,Sweet rays of the nourishment,advanced
3700,ପ୍ରତିପାଳନ,maintenance,vocabulary,"Support, sustenance, upkeep",ପ୍ରତିପାଳନ ର ମଧୁର କିରଣ,Sweet rays of the maintenance,advanced
3701,ରକ୍ଷଣ,preservation,vocabulary,"Protection, conservation, saving",ରକ୍ଷଣ ର ମଧୁର କିରଣ,Sweet rays of the preservation,advanced
3702,ସଂରକ୍ଷଣ,conservation,vocabulary,"Preservation, protection, maintenance",ସଂରକ୍ଷଣ ର ମଧୁର କିରଣ,Sweet rays of the conservation,advanced
3703,ପରିରକ୍ଷଣ,safeguarding,vocabulary,"Protection, defense, security",ପରିରକ୍ଷଣ ର ମଧୁର କିରଣ,Sweet rays of the safeguarding,advanced
3704,ପ୍ରତିରକ୍ଷା,defense,vocabulary,"Protection, security, safeguard",ପ୍ରତିରକ୍ଷା ର ମଧୁର କିରଣ,Sweet rays of the defense,advanced
3705,ସୁରକ୍ଷା,security,vocabulary,"Safety, protection, defense",ସୁରକ୍ଷା ର ମଧୁର କିରଣ,Sweet rays of the security,advanced
3706,ନିରାପତ୍ତା,safety,vocabulary,"Security, protection, assurance",ନିରାପତ୍ତା ର ମଧୁର କିରଣ,Sweet rays of the safety,advanced
3707,ଆଶ୍ୱାସନ,assurance,vocabulary,"Confidence, guarantee, comfort",ଆଶ୍ୱାସନ ର ମଧୁର କିରଣ,Sweet rays of the assurance,advanced
3708,ବିଶ୍ୱାସ,trust,vocabulary,"Faith, confidence, belief",ବିଶ୍ୱାସ ର ମଧୁର କିରଣ,Sweet rays of the trust,advanced
3709,ଆଶା,hope,vocabulary,"Expectation, optimism, desire",ଆଶା ର ମଧୁର କିରଣ,Sweet rays of the hope,advanced
3710,ଆକାଂକ୍ଷା,aspiration,vocabulary,"Ambition, desire, goal",ଆକାଂକ୍ଷା ର ମଧୁର କିରଣ,Sweet rays of the aspiration,advanced
3711,ଇଚ୍ଛା,desire,vocabulary,"Wish, want, longing",ଇଚ୍ଛା ର ମଧୁର କିରଣ,Sweet rays of the desire,advanced
3712,ଅଭିଳାଷ,longing,vocabulary,"Desire, yearning, craving",ଅଭିଳାଷ ର ମଧୁର କିରଣ,Sweet rays of the longing,advanced
3713,ଲାଳସା,craving,vocabulary,"Strong desire, longing, appetite",ଲାଳସା ର ମଧୁର କିରଣ,Sweet rays of the craving,advanced
3714,ତୃଷ୍ଣା,thirst,vocabulary,"Craving, desire, longing",ତୃଷ୍ଣା ର ମଧୁର କିରଣ,Sweet rays of the thirst,advanced
3715,ବାସନା,desire,vocabulary,"Wish, craving, longing",ବାସନା ର ମଧୁର କିରଣ,Sweet rays of the desire,advanced
3716,କାମନା,wish,vocabulary,"Desire, want, aspiration",କାମନା ର ମଧୁର କିରଣ,Sweet rays of the wish,advanced
3717,ପ୍ରାର୍ଥନା,prayer,vocabulary,"Request, appeal, supplication",ପ୍ରାର୍ଥନା ର ମଧୁର କିରଣ,Sweet rays of the prayer,advanced
3718,ଅନୁରୋଧ,request,vocabulary,"Appeal, plea, entreaty",ଅନୁରୋଧ ର ମଧୁର କିରଣ,Sweet rays of the request,advanced
3719,ବିନତି,supplication,vocabulary,"Humble request, prayer, appeal",ବିନତି ର ମଧୁର କିରଣ,Sweet rays of the supplication,advanced
3720,ଯାଚ୍ଞା,begging,vocabulary,"Pleading, requesting, asking",ଯାଚ୍ଞା ର ମଧୁର କିରଣ,Sweet rays of the begging,advanced
3721,ପ୍ରାର୍ଥୀ,applicant,vocabulary,"Candidate, seeker, aspirant",ପ୍ରାର୍ଥୀ ର ମଧୁର କିରଣ,Sweet rays of the applicant,advanced
3722,ଆବେଦନ,application,vocabulary,"Request, appeal, petition",ଆବେଦନ ର ମଧୁର କିରଣ,Sweet rays of the application,advanced
3723,ଦରଖାସ୍ତ,petition,vocabulary,"Request, application, appeal",ଦରଖାସ୍ତ ର ମଧୁର କିରଣ,Sweet rays of the petition,advanced
3724,ଅର୍ଜି,memorial,vocabulary,"Petition, application, representation",ଅର୍ଜି ର ମଧୁର କିରଣ,Sweet rays of the memorial,advanced
3725,ନିବେଦନ,submission,vocabulary,"Presentation, offering, report",ନିବେଦନ ର ମଧୁର କିରଣ,Sweet rays of the submission,advanced
3726,ଜ୍ଞାପନ,information,vocabulary,"Notice, communication, intimation",ଜ୍ଞାପନ ର ମଧୁର କିରଣ,Sweet rays of the information,advanced
3727,ସୂଚନା,indication,vocabulary,"Information, notice, hint",ସୂଚନା ର ମଧୁର କିରଣ,Sweet rays of the indication,advanced
3728,ଖବର,news,vocabulary,"Information, report, tidings",ଖବର ର ମଧୁର କିରଣ,Sweet rays of the news,advanced
3729,ସମ୍ବାଦ,message,vocabulary,"News, information, communication",ସମ୍ବାଦ ର ମଧୁର କିରଣ,Sweet rays of the message,advanced
3730,ପ୍ରଚାର,propagation,vocabulary,"Dissemination, spread, publicity",ପ୍ରଚାର ର ମଧୁର କିରଣ,Sweet rays of the propagation,advanced
3731,ପ୍ରସାର,spread,vocabulary,"Extension, expansion, dissemination",ପ୍ରସାର ର ମଧୁର କିରଣ,Sweet rays of the spread,advanced
3732,ବିଜ୍ଞପ୍ତି,announcement,vocabulary,"Declaration, notice, proclamation",ବିଜ୍ଞପ୍ତି ର ମଧୁର କିରଣ,Sweet rays of the announcement,advanced
3733,ଘୋଷଣା,declaration,vocabulary,"Announcement, proclamation, statement",ଘୋଷଣା ର ମଧୁର କିରଣ,Sweet rays of the declaration,advanced
3734,ପ୍ରକାଶ,publication,vocabulary,"Release, disclosure, expression",ପ୍ରକାଶ ର ମଧୁର କିରଣ,Sweet rays of the publication,advanced
3735,ଉଦ୍ଘୋଷଣା,proclamation,vocabulary,"Announcement, declaration, pronouncement",ଉଦ୍ଘୋଷଣା ର ମଧୁର କିରଣ,Sweet rays of the proclamation,advanced
3736,ଘୋଷଣାପତ୍ର,manifesto,vocabulary,"Declaration, statement, program",ଘୋଷଣାପତ୍ର ର ମଧୁର କିରଣ,Sweet rays of the manifesto,advanced
3737,ବିଜ୍ଞପ୍ତିପତ୍ର,notice,vocabulary,"Announcement, bulletin, circular",ବିଜ୍ଞପ୍ତିପତ୍ର ର ମଧୁର କିରଣ,Sweet rays of the notice,advanced
3738,ପରିପତ୍ର,circular,vocabulary,"Notice, bulletin, memorandum",ପରିପତ୍ର ର ମଧୁର କିରଣ,Sweet rays of the circular,advanced
3739,ସ୍ମାରକପତ୍ର,memorandum,vocabulary,"Note, reminder, memo",ସ୍ମାରକପତ୍ର ର ମଧୁର କିରଣ,Sweet rays of the memorandum,advanced
3740,ଟିପ୍ପଣୀ,note,vocabulary,"Comment, remark, annotation",ଟିପ୍ପଣୀ ର ମଧୁର କିରଣ,Sweet rays of the note,advanced
3741,ମନ୍ତବ୍ୟ,comment,vocabulary,"Remark, opinion, observation",ମନ୍ତବ୍ୟ ର ମଧୁର କିରଣ,Sweet rays of the comment,advanced
3742,ଅଭିମତ,opinion,vocabulary,"View, belief, judgment",ଅଭିମତ ର ମଧୁର କିରଣ,Sweet rays of the opinion,advanced
3743,ବିଚାର,thought,vocabulary,"Thinking, consideration, reflection",ବିଚାର ର ମଧୁର କିରଣ,Sweet rays of the thought,advanced
3744,ଚିନ୍ତା,worry,vocabulary,"Anxiety, concern, thought",ଚିନ୍ତା ର ମଧୁର କିରଣ,Sweet rays of the worry,advanced
3745,ଚିନ୍ତନ,contemplation,vocabulary,"Meditation, reflection, thought",ଚିନ୍ତନ ର ମଧୁର କିରଣ,Sweet rays of the contemplation,advanced
3746,ମନନ,reflection,vocabulary,"Thought, consideration, meditation",ମନନ ର ମଧୁର କିରଣ,Sweet rays of the reflection,advanced
3747,ଧ୍ୟାନ,meditation,vocabulary,"Concentration, contemplation, focus",ଧ୍ୟାନ ର ମଧୁର କିରଣ,Sweet rays of the meditation,advanced
3748,ସାଧନା,practice,vocabulary,"Discipline, effort, spiritual practice",ସାଧନା ର ମଧୁର କିରଣ,Sweet rays of the practice,advanced
3749,ଅଭ୍ୟାସ,habit,vocabulary,"Practice, routine, custom",ଅଭ୍ୟାସ ର ମଧୁର କିରଣ,Sweet rays of the habit,advanced
3750,ଅନୁଶୀଳନ,study,vocabulary,"Learning, research, investigation",ଅନୁଶୀଳନ ର ମଧୁର କିରଣ,Sweet rays of the study,advanced
3751,ଗବେଷଣା,research,vocabulary,"Investigation, study, inquiry",ଗବେଷଣା ର ମଧୁର କିରଣ,Sweet rays of the research,advanced
3752,ଅନୁସନ୍ଧାନ,investigation,vocabulary,"Inquiry, research, examination",ଅନୁସନ୍ଧାନ ର ମଧୁର କିରଣ,Sweet rays of the investigation,advanced
3753,ପରୀକ୍ଷା,examination,vocabulary,"Test, inspection, investigation",ପରୀକ୍ଷା ର ମଧୁର କିରଣ,Sweet rays of the examination,advanced
3754,ପର୍ଯ୍ୟବେକ୍ଷଣ,observation,vocabulary,"Watching, monitoring, scrutiny",ପର୍ଯ୍ୟବେକ୍ଷଣ ର ମଧୁର କିରଣ,Sweet rays of the observation,advanced
3755,ନିରୀକ୍ଷଣ,scrutiny,vocabulary,"Close observation, examination, inspection",ନିରୀକ୍ଷଣ ର ମଧୁର କିରଣ,Sweet rays of the scrutiny,advanced
3756,ବିଚାରଣା,trial,vocabulary,"Hearing, judgment, examination",ବିଚାରଣା ର ମଧୁର କିରଣ,Sweet rays of the trial,advanced
3757,ବିଚାର,judgment,vocabulary,"Decision, verdict, opinion",ବିଚାର ର ମଧୁର କିରଣ,Sweet rays of the judgment,advanced
3758,ନିଷ୍ପତ୍ତି,decision,vocabulary,"Resolution, determination, verdict",ନିଷ୍ପତ୍ତି ର ମଧୁର କିରଣ,Sweet rays of the decision,advanced
3759,ସିଦ୍ଧାନ୍ତ,conclusion,vocabulary,"Decision, resolution, determination",ସିଦ୍ଧାନ୍ତ ର ମଧୁର କିରଣ,Sweet rays of the conclusion,advanced
3760,ନିର୍ଣ୍ଣୟ,determination,vocabulary,"Decision, resolution, settlement",ନିର୍ଣ୍ଣୟ ର ମଧୁର କିରଣ,Sweet rays of the determination,advanced
3761,ସମାଧାନ,solution,vocabulary,"Resolution, answer, settlement",ସମାଧାନ ର ମଧୁର କିରଣ,Sweet rays of the solution,advanced
3762,ଉପାୟ,means,vocabulary,"Method, way, strategy",ଉପାୟ ର ମଧୁର କିରଣ,Sweet rays of the means,advanced
3763,ପନ୍ଥା,path,vocabulary,"Way, route, method",ପନ୍ଥା ର ମଧୁର କିରଣ,Sweet rays of the path,advanced
3764,ମାର୍ଗ,way,vocabulary,"Path, route, method",ମାର୍ଗ ର ମଧୁର କିରଣ,Sweet rays of the way,advanced
3765,ପଦ୍ଧତି,method,vocabulary,"System, procedure, technique",ପଦ୍ଧତି ର ମଧୁର କିରଣ,Sweet rays of the method,advanced
3766,ପ୍ରଣାଳୀ,system,vocabulary,"Method, procedure, technique",ପ୍ରଣାଳୀ ର ମଧୁର କିରଣ,Sweet rays of the system,advanced
3767,କ୍ରମ,order,vocabulary,"Sequence, series, arrangement",କ୍ରମ ର ମଧୁର କିରଣ,Sweet rays of the order,advanced
3768,ଶୃଙ୍ଖଳା,chain,vocabulary,"Series, sequence, order",ଶୃଙ୍ଖଳା ର ମଧୁର କିରଣ,Sweet rays of the chain,advanced
3769,ଅନୁକ୍ରମ,sequence,vocabulary,"Order, series, succession",ଅନୁକ୍ରମ ର ମଧୁର କିରଣ,Sweet rays of the sequence,advanced
3770,ପରମ୍ପରା,tradition,vocabulary,"Custom, heritage, convention",ପରମ୍ପରା ର ମଧୁର କିରଣ,Sweet rays of the tradition,advanced
3771,ରୀତି,custom,vocabulary,"Tradition, practice, way",ରୀତି ର ମଧୁର କିରଣ,Sweet rays of the custom,advanced
3772,ନୀତି,policy,vocabulary,"Principle, rule, guideline",ନୀତି ର ମଧୁର କିରଣ,Sweet rays of the policy,advanced
3773,ନିୟମ,rule,vocabulary,"Law, regulation, principle",ନିୟମ ର ମଧୁର କିରଣ,Sweet rays of the rule,advanced
3774,ବିଧି,law,vocabulary,"Rule, regulation, statute",ବିଧି ର ମଧୁର କିରଣ,Sweet rays of the law,advanced
3775,ଆଇନ,law,vocabulary,"Statute, regulation, rule",ଆଇନ ର ମଧୁର କିରଣ,Sweet rays of the law,advanced
3776,ବ୍ୟବସ୍ଥା,arrangement,vocabulary,"System, organization, setup",ବ୍ୟବସ୍ଥା ର ମଧୁର କିରଣ,Sweet rays of the arrangement,advanced
3777,ପ୍ରବନ୍ଧ,treatise,vocabulary,"Essay, dissertation, composition",ପ୍ରବନ୍ଧ ର ମଧୁର କିରଣ,Sweet rays of the treatise,advanced
3778,ଗ୍ରନ୍ଥ,book,vocabulary,"Volume, text, work",ଗ୍ରନ୍ଥ ର ମଧୁର କିରଣ,Sweet rays of the book,advanced
3779,ପୁସ୍ତକ,book,vocabulary,"Volume, text, publication",ପୁସ୍ତକ ର ମଧୁର କିରଣ,Sweet rays of the book,advanced
3780,ପାଠ୍ୟ,text,vocabulary,"Study material, lesson, subject",ପାଠ୍ୟ ର ମଧୁର କିରଣ,Sweet rays of the text,advanced
3781,ଶିକ୍ଷା,education,vocabulary,"Learning, instruction, teaching",ଶିକ୍ଷା ର ମଧୁର କିରଣ,Sweet rays of the education,advanced
3782,ବିଦ୍ୟା,learning,vocabulary,"Knowledge, education, wisdom",ବିଦ୍ୟା ର ମଧୁର କିରଣ,Sweet rays of the learning,advanced
3783,ଜ୍ଞାନ,knowledge,vocabulary,"Wisdom, learning, understanding",ଜ୍ଞାନ ର ମଧୁର କିରଣ,Sweet rays of the knowledge,advanced
3784,ବୁଦ୍ଧି,intelligence,vocabulary,"Wisdom, intellect, understanding",ବୁଦ୍ଧି ର ମଧୁର କିରଣ,Sweet rays of the intelligence,advanced
3785,ପ୍ରତିଭା,talent,vocabulary,"Gift, ability, genius",ପ୍ରତିଭା ର ମଧୁର କିରଣ,Sweet rays of the talent,advanced
3786,ମେଧା,intellect,vocabulary,"Intelligence, mind, understanding",ମେଧା ର ମଧୁର କିରଣ,Sweet rays of the intellect,advanced
3787,ସ୍ମୃତି,memory,vocabulary,"Recollection, remembrance, past",ସ୍ମୃତି ର ମଧୁର କିରଣ,Sweet rays of the memory,advanced
3788,ଚେତନା,consciousness,vocabulary,"Awareness, mind, spirit",ଚେତନା ର ମଧୁର କିରଣ,Sweet rays of the consciousness,advanced
3789,ଅନୁଭୂତି,experience,vocabulary,"Feeling, knowledge, realization",ଅନୁଭୂତି ର ମଧୁର କିରଣ,Sweet rays of the experience,advanced
3790,ପରିଚୟ,acquaintance,vocabulary,"Knowledge, familiarity, introduction",ପରିଚୟ ର ମଧୁର କିରଣ,Sweet rays of the acquaintance,advanced
3791,ଜ୍ଞାତୃତ୍ୱ,cognizance,vocabulary,"Awareness, knowledge, recognition",ଜ୍ଞାତୃତ୍ୱ ର ମଧୁର କିରଣ,Sweet rays of the cognizance,advanced
3792,ବୋଧ,understanding,vocabulary,"Comprehension, realization, insight",ବୋଧ ର ମଧୁର କିରଣ,Sweet rays of the understanding,advanced
3793,ଅନୁଭବ,realization,vocabulary,"Experience, understanding, feeling",ଅନୁଭବ ର ମଧୁର କିରଣ,Sweet rays of the realization,advanced
3794,ପ୍ରଜ୍ଞା,wisdom,vocabulary,"Deep knowledge, insight, understanding",ପ୍ରଜ୍ଞା ର ମଧୁର କିରଣ,Sweet rays of the wisdom,advanced
3795,ବିବେକ,discernment,vocabulary,"Judgment, wisdom, discrimination",ବିବେକ ର ମଧୁର କିରଣ,Sweet rays of the discernment,advanced
3796,ବିଚାର,thought,vocabulary,"Thinking, consideration, reflection",ବିଚାର ର ମଧୁର କିରଣ,Sweet rays of the thought,advanced
3797,ଚିନ୍ତନ,contemplation,vocabulary,"Deep thought, meditation, reflection",ଚିନ୍ତନ ର ମଧୁର କିରଣ,Sweet rays of the contemplation,advanced
3798,ମନନ,reflection,vocabulary,"Thought, consideration, meditation",ମନନ ର ମଧୁର କିରଣ,Sweet rays of the reflection,advanced
3799,ଧ୍ୟାନ,meditation,vocabulary,"Concentration, contemplation, focus",ଧ୍ୟାନ ର ମଧୁର କିରଣ,Sweet rays of the meditation,advanced
3800,ସାଧନା,practice,vocabulary,"Discipline, effort, spiritual practice",ସାଧନା ର ମଧୁର କିରଣ,Sweet rays of the practice,advanced
3801,ଅଭ୍ୟାସ,habit,vocabulary,"Practice, routine, custom",ଅଭ୍ୟାସ ର ମଧୁର କିରଣ,Sweet rays of the habit,advanced
3802,ପ୍ରବୃତ୍ତି,tendency,vocabulary,"Inclination, disposition, nature",ପ୍ରବୃତ୍ତି ର ମଧୁର କିରଣ,Sweet rays of the tendency,advanced
3803,ସ୍ୱଭାବ,nature,vocabulary,"Character, temperament, essence",ସ୍ୱଭାବ ର ମଧୁର କିରଣ,Sweet rays of the nature,advanced
3804,ପ୍ରକୃତି,nature,vocabulary,"Essential quality, character, disposition",ପ୍ରକୃତି ର ମଧୁର କିରଣ,Sweet rays of the nature,advanced
3805,ବୃତ୍ତି,attitude,vocabulary,"Mindset, approach, disposition",ବୃତ୍ତି ର ମଧୁର କିରଣ,Sweet rays of the attitude,advanced
3806,ମନୋଭାବ,sentiment,vocabulary,"Feeling, emotion, attitude",ମନୋଭାବ ର ମଧୁର କିରଣ,Sweet rays of the sentiment,advanced
3807,ଭାବନା,emotion,vocabulary,"Feeling, sentiment, thought",ଭାବନା ର ମଧୁର କିରଣ,Sweet rays of the emotion,advanced
3808,ଅନୁଭୂତି,sensation,vocabulary,"Feeling, experience, perception",ଅନୁଭୂତି ର ମଧୁର କିରଣ,Sweet rays of the sensation,advanced
3809,ସଂବେଦନା,sensitivity,vocabulary,"Awareness, feeling, responsiveness",ସଂବେଦନା ର ମଧୁର କିରଣ,Sweet rays of the sensitivity,advanced
3810,ପ୍ରତିକ୍ରିୟା,reaction,vocabulary,"Response, answer, feedback",ପ୍ରତିକ୍ରିୟା ର ମଧୁର କିରଣ,Sweet rays of the reaction,advanced
3811,ଫଳ,result,vocabulary,"Outcome, consequence, effect",ଫଳ ର ମଧୁର କିରଣ,Sweet rays of the result,advanced
3812,ପରିଣାମ,consequence,vocabulary,"Result, outcome, effect",ପରିଣାମ ର ମଧୁର କିରଣ,Sweet rays of the consequence,advanced
3813,ପ୍ରଭାବ,influence,vocabulary,"Effect, impact, power",ପ୍ରଭାବ ର ମଧୁର କିରଣ,Sweet rays of the influence,advanced
3814,ପରିଣତି,transformation,vocabulary,"Change, evolution, development",ପରିଣତି ର ମଧୁର କିରଣ,Sweet rays of the transformation,advanced
3815,ବିକାଶ,development,vocabulary,"Growth, progress, evolution",ବିକାଶ ର ମଧୁର କିରଣ,Sweet rays of the development,advanced
3816,ପ୍ରଗତି,progress,vocabulary,"Advancement, development, growth",ପ୍ରଗତି ର ମଧୁର କିରଣ,Sweet rays of the progress,advanced
3817,ଉନ୍ନତି,improvement,vocabulary,"Betterment, advancement, progress",ଉନ୍ନତି ର ମଧୁର କିରଣ,Sweet rays of the improvement,advanced
3818,ଅଭିବୃଦ୍ଧି,prosperity,vocabulary,"Growth, development, success",ଅଭିବୃଦ୍ଧି ର ମଧୁର କିରଣ,Sweet rays of the prosperity,advanced
3819,ସମୃଦ୍ଧି,abundance,vocabulary,"Plenty, prosperity, wealth",ସମୃଦ୍ଧି ର ମଧୁର କିରଣ,Sweet rays of the abundance,advanced
3820,ଉପାର୍ଜନ,earning,vocabulary,"Acquisition, gain, achievement",ଉପାର୍ଜନ ର ମଧୁର କିରଣ,Sweet rays of the earning,advanced
3821,ସଂଚୟ,accumulation,vocabulary,"Collection, gathering, storage",ସଂଚୟ ର ମଧୁର କିରଣ,Sweet rays of the accumulation,advanced
3822,ବିତରଣ,distribution,vocabulary,"Sharing, allocation, giving",ବିତରଣ ର ମଧୁର କିରଣ,Sweet rays of the distribution,advanced
3823,ବିନିମୟ,exchange,vocabulary,"Trade, swap, interchange",ବିନିମୟ ର ମଧୁର କିରଣ,Sweet rays of the exchange,advanced
3824,କ୍ରୟ,purchase,vocabulary,"Buying, acquisition, obtaining",କ୍ରୟ ର ମଧୁର କିରଣ,Sweet rays of the purchase,advanced
3825,ବିକ୍ରୟ,sale,vocabulary,"Selling, trade, commerce",ବିକ୍ରୟ ର ମଧୁର କିରଣ,Sweet rays of the sale,advanced
3826,ବାଣିଜ୍ୟ,commerce,vocabulary,"Trade, business, exchange",ବାଣିଜ୍ୟ ର ମଧୁର କିରଣ,Sweet rays of the commerce,advanced
3827,ଉଦ୍ୟୋଗ,industry,vocabulary,"Business, enterprise, effort",ଉଦ୍ୟୋଗ ର ମଧୁର କିରଣ,Sweet rays of the industry,advanced
3828,ବ୍ୟବସାୟ,business,vocabulary,"Trade, commerce, occupation",ବ୍ୟବସାୟ ର ମଧୁର କିରଣ,Sweet rays of the business,advanced
3829,ପେଶା,profession,vocabulary,"Occupation, career, vocation",ପେଶା ର ମଧୁର କିରଣ,Sweet rays of the profession,advanced
3830,ଚାକିରି,job,vocabulary,"Employment, work, service",ଚାକିରି ର ମଧୁର କିରଣ,Sweet rays of the job,advanced
3831,ସେବା,service,vocabulary,"Work, duty, employment",ସେବା ର ମଧୁର କିରଣ,Sweet rays of the service,advanced
3832,କର୍ମଚାରୀ,employee,vocabulary,"Worker, staff, servant",କର୍ମଚାରୀ ର ମଧୁର କିରଣ,Sweet rays of the employee,advanced
3833,ନିୟୋଜକ,employer,vocabulary,"Master, boss, owner",ନିୟୋଜକ ର ମଧୁର କିରଣ,Sweet rays of the employer,advanced
3834,ସ୍ୱାମୀ,master,vocabulary,"Owner, lord, husband",ସ୍ୱାମୀ ର ମଧୁର କିରଣ,Sweet rays of the master,advanced
3835,ଭୃତ୍ୟ,servant,vocabulary,"Employee, worker, attendant",ଭୃତ୍ୟ ର ମଧୁର କିରଣ,Sweet rays of the servant,advanced
3836,ସେବକ,attendant,vocabulary,"Servant, helper, assistant",ସେବକ ର ମଧୁର କିରଣ,Sweet rays of the attendant,advanced
3837,ସହାୟକ,assistant,vocabulary,"Helper, aide, supporter",ସହାୟକ ର ମଧୁର କିରଣ,Sweet rays of the assistant,advanced
3838,ସହଯୋଗୀ,collaborator,vocabulary,"Partner, colleague, associate",ସହଯୋଗୀ ର ମଧୁର କିରଣ,Sweet rays of the collaborator,advanced
3839,ସାଥୀ,companion,vocabulary,"Friend, partner, mate",ସାଥୀ ର ମଧୁର କିରଣ,Sweet rays of the companion,advanced
3840,ବନ୍ଧୁ,friend,vocabulary,"Companion, pal, well-wisher",ବନ୍ଧୁ ର ମଧୁର କିରଣ,Sweet rays of the friend,advanced
3841,ସୁହୃଦ,good friend,vocabulary,"Close friend, well-wisher",ସୁହୃଦ ର ମଧୁର କିରଣ,Sweet rays of the good friend,advanced
3842,ମିତ୍ର,friend,vocabulary,"Companion, ally, associate",ମିତ୍ର ର ମଧୁର କିରଣ,Sweet rays of the friend,advanced
3843,ଶତ୍ରୁ,enemy,vocabulary,"Foe, opponent, rival",ଶତ୍ରୁ ର ମଧୁର କିରଣ,Sweet rays of the enemy,advanced
3844,ବିପକ୍ଷ,opponent,vocabulary,"Rival, adversary, competitor",ବିପକ୍ଷ ର ମଧୁର କିରଣ,Sweet rays of the opponent,advanced
3845,ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱୀ,competitor,vocabulary,"Rival, challenger, opponent",ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱୀ ର ମଧୁର କିରଣ,Sweet rays of the competitor,advanced
3846,ପ୍ରତିଯୋଗୀ,contestant,vocabulary,"Competitor, participant, player",ପ୍ରତିଯୋଗୀ ର ମଧୁର କିରଣ,Sweet rays of the contestant,advanced
3847,ବିରୋଧୀ,opposer,vocabulary,"Objector, protester, adversary",ବିରୋଧୀ ର ମଧୁର କିରଣ,Sweet rays of the opposer,advanced
3848,ବାଧକ,obstacle,vocabulary,"Hindrance, barrier, impediment",ବାଧକ ର ମଧୁର କିରଣ,Sweet rays of the obstacle,advanced
3849,ବିଘ୍ନ,hindrance,vocabulary,"Obstacle, impediment, barrier",ବିଘ୍ନ ର ମଧୁର କିରଣ,Sweet rays of the hindrance,advanced
3850,ଅବରୋଧ,blockage,vocabulary,"Obstruction, barrier, stop",ଅବରୋଧ ର ମଧୁର କିରଣ,Sweet rays of the blockage,advanced
3851,ପ୍ରତିବନ୍ଧକ,barrier,vocabulary,"Obstacle, hindrance, block",ପ୍ରତିବନ୍ଧକ ର ମଧୁର କିରଣ,Sweet rays of the barrier,advanced
3852,ଅଡ୍ଚାଣ,obstruction,vocabulary,"Hindrance, barrier, obstacle",ଅଡ୍ଚାଣ ର ମଧୁର କିରଣ,Sweet rays of the obstruction,advanced
3853,ସହାୟତା,help,vocabulary,"Assistance, support, aid",ସହାୟତା ର ମଧୁର କିରଣ,Sweet rays of the help,advanced
3854,ସହଯୋଗ,cooperation,vocabulary,"Collaboration, assistance, help",ସହଯୋଗ ର ମଧୁର କିରଣ,Sweet rays of the cooperation,advanced
3855,ଅନୁଗ୍ରହ,favor,vocabulary,"Kindness, grace, blessing",ଅନୁଗ୍ରହ ର ମଧୁର କିରଣ,Sweet rays of the favor,advanced
3856,ଉପକାର,benefit,vocabulary,"Help, service, favor",ଉପକାର ର ମଧୁର କିରଣ,Sweet rays of the benefit,advanced
3857,ସେବା,service,vocabulary,"Help, assistance, ministry",ସେବା ର ମଧୁର କିରଣ,Sweet rays of the service,advanced
3858,ପରିଚର୍ଯ୍ୟା,attendance,vocabulary,"Service, care, ministration",ପରିଚର୍ଯ୍ୟା ର ମଧୁର କିରଣ,Sweet rays of the attendance,advanced
3859,ଶୁଶ୍ରୂଷା,nursing,vocabulary,"Care, service, attention",ଶୁଶ୍ରୂଷା ର ମଧୁର କିରଣ,Sweet rays of the nursing,advanced
3860,ରକ୍ଷଣାବେକ୍ଷଣ,protection,vocabulary,"Guardianship, care, preservation",ରକ୍ଷଣାବେକ୍ଷଣ ର ମଧୁର କିରଣ,Sweet rays of the protection,advanced
3861,ପାଳନ,rearing,vocabulary,"Raising, nurturing, bringing up",ପାଳନ ର ମଧୁର କିରଣ,Sweet rays of the rearing,advanced
3862,ଲାଳନପାଳନ,nurturing,vocabulary,"Rearing, upbringing, care",ଲାଳନପାଳନ ର ମଧୁର କିରଣ,Sweet rays of the nurturing,advanced
3863,ଶିକ୍ଷଣ,teaching,vocabulary,"Instruction, education, training",ଶିକ୍ଷଣ ର ମଧୁର କିରଣ,Sweet rays of the teaching,advanced
3864,ପ୍ରଶିକ୍ଷଣ,training,vocabulary,"Instruction, coaching, preparation",ପ୍ରଶିକ୍ଷଣ ର ମଧୁର କିରଣ,Sweet rays of the training,advanced
3865,ନିର୍ଦ୍ଦେଶନ,guidance,vocabulary,"Direction, instruction, leadership",ନିର୍ଦ୍ଦେଶନ ର ମଧୁର କିରଣ,Sweet rays of the guidance,advanced
