poem_id,line_number,previous_scheme,english_line,line_ending_word,rhyme_scheme_label,total_lines_in_poem,stanza_pattern
328,4,STARTABA,And stories to fight,fight,C,4,ABAC
329,1,START,The flowers bloom in quay,quay,A,4,AAAB
329,2,STARTA,Their colors bright and ray,ray,A,4,AAAB
329,3,STARTAA,Their fragrance fills the gray,gray,A,4,AAAB
329,4,STARTAAA,A beautiful spring ignite,ignite,B,4,AAAB
330,1,START,Above the clouds where angels gay,gay,A,4,ABCA
330,2,STARTA,The heavens open wide spite,spite,B,4,ABCA
330,3,STARTAB,And all our dreams come spite,spite,C,4,ABCA
330,4,STARTABC,Where hope will never gray,gray,A,4,ABCA
331,1,START,I walked alone through fields of okay,okay,A,4,ABAC
331,2,STARTA,Beneath the sky so wide and excite,excite,B,4,ABAC
331,3,STARTAB,And felt the breeze upon my essay,essay,A,4,ABAC
331,4,STARTABA,With nowhere left to run and tonight,tonight,C,4,ABAC
332,1,START,We dance beneath the summer kay,kay,A,4,AAAB
332,2,STARTA,With joy that knows no stay,stay,A,4,AAAB
332,3,STARTAA,Our hearts are light and clay,clay,A,4,AAAB
332,4,STARTAAA,On this perfect summer white,white,B,4,AAAB
333,1,START,I walked alone through fields of ray,ray,A,4,ABAB
333,2,STARTA,Beneath the sky so wide and slight,slight,B,4,ABAB
333,3,STARTAB,And felt the breeze upon my day,day,A,4,ABAB
333,4,STARTABA,With nowhere left to run and delight,delight,B,4,ABAB
334,1,START,Between the lines where meaning clay,clay,A,4,ABCA
334,2,STARTA,The truth begins to show ignite,ignite,B,4,ABCA
334,3,STARTAB,And understanding starts to light,light,C,4,ABCA
334,4,STARTABC,What writers want to hay,hay,A,4,ABCA
335,1,START,When winter winds begin to array,array,A,4,ABAC
335,2,STARTA,The world turns cold and quite,quite,B,4,ABAC
335,3,STARTAB,All nature seems to gray,gray,A,4,ABAC
335,4,STARTABA,As stories yet height,height,C,4,ABAC
336,1,START,The wind that blows so betray,betray,A,4,ABAC
336,2,STARTA,Through valleys deep and wide tight,tight,B,4,ABAC
336,3,STARTAB,It carries seeds and jay,jay,A,4,ABAC
336,4,STARTABA,And makes the trees all flee,flee,C,4,ABAC
337,1,START,Across the sea where ships do kay,kay,A,4,ABBA
337,2,STARTA,The horizon calls to flight,flight,B,4,ABBA
337,3,STARTAB,Adventures that await for right,right,B,4,ABBA
337,4,STARTABB,The brave who dare to play,play,A,4,ABBA
338,1,START,Time is the river that keeps pray,pray,A,4,ABCD
338,2,STARTA,Carrying us along its night,night,B,4,ABCD
338,3,STARTAB,We cannot stop its steady be,be,C,4,ABCD
338,4,STARTABC,We can but sing its dove,dove,D,4,ABCD
339,1,START,The forest trees they essay,essay,A,4,AABC
339,2,STARTA,Their branches reaching spray,spray,A,4,AABC
339,3,STARTAA,They stand through generations flight,flight,B,4,AABC
339,4,STARTAAB,Their wisdom ever quee,quee,C,4,AABC
340,1,START,The forest trees they okay,okay,A,4,AABC
340,2,STARTA,Their branches reaching clay,clay,A,4,AABC
340,3,STARTAA,They stand through generations knight,knight,B,4,AABC
340,4,STARTAAB,Their wisdom ever free,free,C,4,AABC
341,1,START,The doctor with her healing may,may,A,4,ABCB
341,2,STARTA,Brings comfort to the sick and plight,plight,B,4,ABCB
341,3,STARTAB,She works to make the body degree,degree,C,4,ABCB
341,4,STARTABC,With skills that make us night,night,B,4,ABCB
342,1,START,The moon that glows so may,may,A,4,ABAC
342,2,STARTA,In midnight sky above knight,knight,B,4,ABAC
342,3,STARTAB,It guides us through the stay,stay,A,4,ABAC
342,4,STARTABA,And fills our hearts with ye,ye,C,4,ABAC
343,1,START,Inside the mind where thoughts do gay,gay,A,4,ABCA
343,2,STARTA,Ideas start to form spite,spite,B,4,ABCA
343,3,STARTAB,Creative sparks that soon will rite,rite,C,4,ABCA
343,4,STARTABC,The mental may,may,A,4,ABCA
344,1,START,The flowers bloom in gay,gay,A,4,AAAB
344,2,STARTA,Their colors bright and bay,bay,A,4,AAAB
344,3,STARTAA,Their fragrance fills the fray,fray,A,4,AAAB
344,4,STARTAAA,A beautiful spring write,write,B,4,AAAB
345,1,START,The sun that shines so may,may,A,4,ABAC
345,2,STARTA,Upon the world below sight,sight,B,4,ABAC
345,3,STARTAB,It gives us light and say,say,A,4,ABAC
345,4,STARTABA,And makes the flowers tree,tree,C,4,ABAC
346,1,START,We dance beneath the summer kay,kay,A,4,AAAB
346,2,STARTA,With joy that knows no tray,tray,A,4,AAAB
346,3,STARTAA,Our hearts are light and array,array,A,4,AAAB
346,4,STARTAAA,On this perfect summer lite,lite,B,4,AAAB
347,1,START,The stars that twinkle way,way,A,4,ABAC
347,2,STARTA,In darkness of the night knight,knight,B,4,ABAC
347,3,STARTAB,They give us hope and decay,decay,A,4,ABAC
347,4,STARTABA,And make our future three,three,C,4,ABAC
348,1,START,The ancient castle stands so pay,pay,A,4,AABC
348,2,STARTA,Upon the hill it looks so fray,fray,A,4,AABC
348,3,STARTAA,With memories of days gone lite,lite,B,4,AABC
348,4,STARTAAB,And tales that still are light,light,C,4,AABC
349,1,START,We dance beneath the summer stay,stay,A,4,AAAB
349,2,STARTA,With joy that knows no pray,pray,A,4,AAAB
349,3,STARTAA,Our hearts are light and gay,gay,A,4,AAAB
349,4,STARTAAA,On this perfect summer flight,flight,B,4,AAAB
350,1,START,Between the lines where meaning way,way,A,4,ABCA
350,2,STARTA,The truth begins to show spite,spite,B,4,ABCA
350,3,STARTAB,And understanding starts to kite,kite,C,4,ABCA
350,4,STARTABC,What writers want to say,say,A,4,ABCA
351,1,START,The writer with his pen of quay,quay,A,4,ABAC
351,2,STARTA,Fills pages with his ignite,ignite,B,4,ABAC
351,3,STARTAB,Creating worlds for us to kay,kay,A,4,ABAC
351,4,STARTABA,And stories to write,write,C,4,ABAC
352,1,START,The ocean waves they lay,lay,A,4,AABC
352,2,STARTA,Against the rocky decay,decay,A,4,AABC
352,3,STARTAA,Their rhythm is eternal flight,flight,B,4,AABC
352,4,STARTAAB,Their power never degree,degree,C,4,AABC
353,1,START,Within the forest quay,quay,A,4,ABAA
353,2,STARTA,Where sunlight filters blight,blight,B,4,ABAA
353,3,STARTAB,The animals all jay,jay,A,4,ABAA
353,4,STARTABA,And nature shows her gay,gay,A,4,ABAA
354,1,START,Across the sea where ships do quay,quay,A,4,ABCA
354,2,STARTA,The horizon calls to ignite,ignite,B,4,ABCA
354,3,STARTAB,Adventures that await for quite,quite,C,4,ABCA
354,4,STARTABC,The brave who dare to day,day,A,4,ABCA
355,1,START,I walked alone through fields of stay,stay,A,4,ABAC
355,2,STARTA,Beneath the sky so wide and excite,excite,B,4,ABAC
355,3,STARTAB,And felt the breeze upon my stay,stay,A,4,ABAC
355,4,STARTABA,With nowhere left to run and knight,knight,C,4,ABAC
356,1,START,I walked alone through fields of hay,hay,A,4,ABAC
356,2,STARTA,Beneath the sky so wide and mite,mite,B,4,ABAC
356,3,STARTAB,And felt the breeze upon my kay,kay,A,4,ABAC
356,4,STARTABA,With nowhere left to run and kite,kite,C,4,ABAC
357,1,START,The mountain peak so high and tray,tray,A,4,AABB
357,2,STARTA,Touches clouds up in the betray,betray,A,4,AABB
357,3,STARTAA,Where eagles soar and freely slight,slight,B,4,AABB
357,4,STARTAAB,In skies so vast and right,right,B,4,AABB
358,1,START,I stood beside the river may,may,A,4,ABCD
358,2,STARTA,And watched the water white,white,B,4,ABCD
358,3,STARTAB,It flowed so calm and steady quee,quee,C,4,ABCD
358,4,STARTABC,Its current strong and agree,agree,D,4,ABCD
359,1,START,The dancer with her grace of jay,jay,A,4,ABAC
359,2,STARTA,Moves lightly on the rite,rite,B,4,ABAC
359,3,STARTAB,Her body tells a story ray,ray,A,4,ABAC
359,4,STARTABA,That words cannot excite,excite,C,4,ABAC
360,1,START,Within the forest day,day,A,4,ABAA
360,2,STARTA,Where sunlight filters write,write,B,4,ABAA
360,3,STARTAB,The animals all pay,pay,A,4,ABAA
360,4,STARTABA,And nature shows her essay,essay,A,4,ABAA
361,1,START,The wind that blows so array,array,A,4,ABAC
361,2,STARTA,Through valleys deep and wide right,right,B,4,ABAC
361,3,STARTAB,It carries seeds and way,way,A,4,ABAC
361,4,STARTABA,And makes the trees all decree,decree,C,4,ABAC
362,1,START,Within the heart where love does array,array,A,4,ABCA
362,2,STARTA,A flame begins to grow ignite,ignite,B,4,ABCA
362,3,STARTAB,And through the years it still bright,bright,C,4,ABCA
362,4,STARTABC,The passion that we ray,ray,A,4,ABCA
363,1,START,I walked alone through fields of lay,lay,A,4,ABAB
363,2,STARTA,Beneath the sky so wide and plight,plight,B,4,ABAB
363,3,STARTAB,And felt the breeze upon my stay,stay,A,4,ABAB
363,4,STARTABA,With nowhere left to run and light,light,B,4,ABAB
364,1,START,The musician plays his song of say,say,A,4,ABAB
364,2,STARTA,With melodies that make us fight,fight,B,4,ABAB
364,3,STARTAB,His fingers dance and move with stay,stay,A,4,ABAB
364,4,STARTABA,Creating magic we can fight,fight,B,4,ABAB
365,1,START,The city lights they shine so okay,okay,A,4,AABC
365,2,STARTA,Against the dark night tray,tray,A,4,AABC
365,3,STARTAA,While people hurry home to mite,mite,B,4,AABC
365,4,STARTAAB,Their families waiting light,light,C,4,AABC
366,1,START,The river flows so wide and way,way,A,4,ABCD
366,2,STARTA,Past mountains high for all to plight,plight,B,4,ABCD
366,3,STARTAB,It carries dreams from you to quee,quee,C,4,ABCD
366,4,STARTABC,And washes all our cares rite,rite,D,4,ABCD
367,1,START,The ocean waves they pay,pay,A,4,AABC
367,2,STARTA,Against the rocky way,way,A,4,AABC
367,3,STARTAA,Their rhythm is eternal rite,rite,B,4,AABC
367,4,STARTAAB,Their power never tee,tee,C,4,AABC
368,1,START,In morning light the birds say,say,A,4,ABCB
368,2,STARTA,Their melodies so sweet and fright,fright,B,4,ABCB
368,3,STARTAB,They welcome in the brand three,three,C,4,ABCB
368,4,STARTABC,With songs that can't be fright,fright,B,4,ABCB
369,1,START,The painter takes his brush in okay,okay,A,4,ABCB
369,2,STARTA,And creates a world of bright,bright,B,4,ABCB
369,3,STARTAB,With colors bright and shades of see,see,C,4,ABCB
369,4,STARTABC,That fill our souls with blight,blight,B,4,ABCB
370,1,START,Beauty is in everything we stay,stay,A,4,ABCD
370,2,STARTA,If we but take the time to fright,fright,B,4,ABCD
370,3,STARTAB,In nature and in art we sea,sea,C,4,ABCD
370,4,STARTABC,And in the human approve,approve,D,4,ABCD
371,1,START,In forests deep where shadows hay,hay,A,4,ABAC
371,2,STARTA,The ancient trees reach toward the kite,kite,B,4,ABAC
371,3,STARTAB,While creatures of the night tray,tray,A,4,ABAC
371,4,STARTABA,Dance underneath the pale moon spite,spite,C,4,ABAC
372,1,START,Between the lines where meaning day,day,A,4,ABCA
372,2,STARTA,The truth begins to show fight,fight,B,4,ABCA
372,3,STARTAB,And understanding starts to rite,rite,C,4,ABCA
372,4,STARTABC,What writers want to stay,stay,A,4,ABCA
373,1,START,The traveler with his map of bay,bay,A,4,ABAC
373,2,STARTA,Seeks adventures far and mite,mite,B,4,ABAC
373,3,STARTAB,He journeys to new places gay,gay,A,4,ABAC
373,4,STARTABA,That few have ever knight,knight,C,4,ABAC
374,1,START,In forests deep where shadows array,array,A,4,ABAC
374,2,STARTA,The ancient trees reach toward the might,might,B,4,ABAC
374,3,STARTAB,While creatures of the night play,play,A,4,ABAC
374,4,STARTABA,Dance underneath the pale moon write,write,C,4,ABAC
375,1,START,The rain falls soft upon the glee,glee,A,4,ABCD
375,2,STARTA,It waters all the earth so tea,tea,B,4,ABCD
375,3,STARTAB,It gives new life to everything decree,decree,C,4,ABCD
375,4,STARTABC,And shows what nature's jee,jee,D,4,ABCD
376,1,START,Beneath the waves where mermaids betray,betray,A,4,ABCA
376,2,STARTA,The ocean's secrets lie slight,slight,B,4,ABCA
376,3,STARTAB,And sailors wonder as they write,write,C,4,ABCA
376,4,STARTABC,What treasures there may array,array,A,4,ABCA
377,1,START,The mountain peak so high and stay,stay,A,4,AABC
377,2,STARTA,Touches clouds up in the play,play,A,4,AABC
377,3,STARTAA,Where eagles soar and freely mite,mite,B,4,AABC
377,4,STARTAAB,In skies so vast and quite,quite,C,4,AABC
378,1,START,In fields of golden bay,bay,A,4,ABAA
378,2,STARTA,Where summer breezes tight,tight,B,4,ABAA
378,3,STARTAB,The harvest time is tray,tray,A,4,ABAA
378,4,STARTABA,And all the world is day,day,A,4,ABAA
379,1,START,I see the world in shades of fright,fright,A,4,AAAA
379,2,STARTA,Where everything burns oh so fight,fight,A,4,AAAA
379,3,STARTAA,The stars above shine in the fright,fright,A,4,AAAA
379,4,STARTAAA,And give us their eternal slight,slight,A,4,AAAA
380,1,START,The traveler with his map of delay,delay,A,4,ABAC
380,2,STARTA,Seeks adventures far and tight,tight,B,4,ABAC
380,3,STARTAB,He journeys to new places decay,decay,A,4,ABAC
380,4,STARTABA,That few have ever lite,lite,C,4,ABAC
381,1,START,The wind that blows so way,way,A,4,ABAC
381,2,STARTA,Through valleys deep and wide right,right,B,4,ABAC
381,3,STARTAB,It carries seeds and way,way,A,4,ABAC
381,4,STARTABA,And makes the trees all pee,pee,C,4,ABAC
382,1,START,The seasons they are changing gay,gay,A,4,ABCA
382,2,STARTA,From winter into light,light,B,4,ABCA
382,3,STARTAB,The cycle of the year brings be,be,C,4,ABCA
382,4,STARTABC,The promise of new betray,betray,A,4,ABCA
383,1,START,Within the heart where love does betray,betray,A,4,ABBA
383,2,STARTA,A flame begins to grow delight,delight,B,4,ABBA
383,3,STARTAB,And through the years it still tonight,tonight,B,4,ABBA
383,4,STARTABB,The passion that we may,may,A,4,ABBA
384,1,START,Friendship is a bond so delay,delay,A,4,ABCD
384,2,STARTA,That stands the test of nite,nite,B,4,ABCD
384,3,STARTAB,Through good times and the three,three,C,4,ABCD
384,4,STARTABC,It helps our hearts to approve,approve,D,4,ABCD
385,1,START,When winter winds begin to ray,ray,A,4,ABAC
385,2,STARTA,The world turns cold and fight,fight,B,4,ABAC
385,3,STARTAB,All nature seems to delay,delay,A,4,ABAC
385,4,STARTABA,As stories yet mite,mite,C,4,ABAC
386,1,START,The city lights they shine so say,say,A,4,AABC
386,2,STARTA,Against the dark night quay,quay,A,4,AABC
386,3,STARTAA,While people hurry home to might,might,B,4,AABC
386,4,STARTAAB,Their families waiting mite,mite,C,4,AABC
387,1,START,I climbed the mountain kay,kay,A,4,ABCD
387,2,STARTA,To see the world below nite,nite,B,4,ABCD
387,3,STARTAB,The view was breathtaking referee,referee,C,4,ABCD
387,4,STARTABC,A glorious golden jee,jee,D,4,ABCD
388,1,START,The ocean waves they crash and jay,jay,A,4,AABC
388,2,STARTA,Against the rocky shore they jay,jay,A,4,AABC
388,3,STARTAA,Their rhythm is a timeless tight,tight,B,4,AABC
388,4,STARTAAB,That I will always rite,rite,C,4,AABC
389,1,START,We dance beneath the summer lay,lay,A,4,AAAB
389,2,STARTA,With joy that knows no pay,pay,A,4,AAAB
389,3,STARTAA,Our hearts are light and play,play,A,4,AAAB
389,4,STARTAAA,On this perfect summer tight,tight,B,4,AAAB
390,1,START,The snow falls soft and delay,delay,A,4,AAAB
390,2,STARTA,Covering all the land with stay,stay,A,4,AAAB
390,3,STARTAA,Making everything look decay,decay,A,4,AAAB
390,4,STARTAAA,A peaceful winter fright,fright,B,4,AAAB
391,1,START,The birds they sing their pay,pay,A,4,AAAB
391,2,STARTA,Their melodies so sweet and say,say,A,4,AAAB
391,3,STARTAA,Their music makes our hearts betray,betray,A,4,AAAB
391,4,STARTAAA,A symphony of write,write,B,4,AAAB
392,1,START,The forest trees they kay,kay,A,4,AABC
392,2,STARTA,Their branches reaching say,say,A,4,AABC
392,3,STARTAA,They stand through generations delight,delight,B,4,AABC
392,4,STARTAAB,Their wisdom ever flee,flee,C,4,AABC
393,1,START,The children laugh and may,may,A,4,AAAB
393,2,STARTA,Their happiness so pure and spray,spray,A,4,AAAB
393,3,STARTAA,Their innocence so sweet and fray,fray,A,4,AAAB
393,4,STARTAAA,A joy that will nite,nite,B,4,AAAB
394,1,START,Beneath the starry decay,decay,A,4,ABAA
394,2,STARTA,Where dreams begin to plight,plight,B,4,ABAA
394,3,STARTAB,The night is calm and jay,jay,A,4,ABAA
394,4,STARTABA,And all our worries fray,fray,A,4,ABAA
395,1,START,Above the clouds where angels array,array,A,4,ABCA
395,2,STARTA,The heavens open wide spite,spite,B,4,ABCA
395,3,STARTAB,And all our dreams come light,light,C,4,ABCA
395,4,STARTABC,Where hope will never lay,lay,A,4,ABCA
396,1,START,The stars that twinkle pay,pay,A,4,ABAC
396,2,STARTA,In darkness of the night night,night,B,4,ABAC
396,3,STARTAB,They give us hope and pay,pay,A,4,ABAC
396,4,STARTABA,And make our future degree,degree,C,4,ABAC
397,1,START,The seasons they are changing decay,decay,A,4,ABCA
397,2,STARTA,From winter into fight,fight,B,4,ABCA
397,3,STARTAB,The cycle of the year brings decree,decree,C,4,ABCA
397,4,STARTABC,The promise of new may,may,A,4,ABCA
398,1,START,Within the forest gray,gray,A,4,ABAA
398,2,STARTA,Where sunlight filters bright,bright,B,4,ABAA
398,3,STARTAB,The animals all pray,pray,A,4,ABAA
398,4,STARTABA,And nature shows her essay,essay,A,4,ABAA
399,1,START,Beauty is in everything we way,way,A,4,ABCD
399,2,STARTA,If we but take the time to flight,flight,B,4,ABCD
399,3,STARTAB,In nature and in art we quee,quee,C,4,ABCD
399,4,STARTABC,And in the human reprove,reprove,D,4,ABCD
400,1,START,I wandered through the forest bay,bay,A,4,ABCD
400,2,STARTA,Among the ancient fight,fight,B,4,ABCD
400,3,STARTAB,The sunlight filtered through be,be,C,4,ABCD
400,4,STARTABC,Creating patterns flee,flee,D,4,ABCD
401,1,START,I wonder at the starry spray,spray,A,4,ABCD
401,2,STARTA,And all the mysteries it ignite,ignite,B,4,ABCD
401,3,STARTAB,The questions that we dare to key,key,C,4,ABCD
401,4,STARTABC,The answers we may never belove,belove,D,4,ABCD
402,1,START,The dancer with her grace of lay,lay,A,4,ABAB
402,2,STARTA,Moves lightly on the tight,tight,B,4,ABAB
402,3,STARTAB,Her body tells a story way,way,A,4,ABAB
402,4,STARTABA,That words cannot right,right,B,4,ABAB
403,1,START,The wind blows through the trees so above,above,A,4,ABCD
403,2,STARTA,It whispers secrets we should dove,dove,B,4,ABCD
403,3,STARTAB,It carries messages from far move,move,C,4,ABCD
403,4,STARTABC,And makes the leaves all love,love,D,4,ABCD
404,1,START,When morning light appears so jay,jay,A,4,AABB
404,2,STARTA,And birds begin their songs of array,array,A,4,AABB
404,3,STARTAA,The world awakens fresh and blight,blight,B,4,AABB
404,4,STARTAAB,With promises of things sight,sight,B,4,AABB
405,1,START,The sun shines bright on this fine day,day,A,4,AABC
405,2,STARTA,Making everything feel so array,array,A,4,AABC
405,3,STARTAA,But when comes the dark of tonight,tonight,B,4,AABC
405,4,STARTAAB,It changes everything I spite,spite,C,4,AABC
406,1,START,Life is a journey we all lay,lay,A,4,ABCD
406,2,STARTA,With challenges we must excite,excite,B,4,ABCD
406,3,STARTAB,And lessons that we need to agree,agree,C,4,ABCD
406,4,STARTABC,Before our time is above,above,D,4,ABCD
407,1,START,I sat beneath the willow hay,hay,A,4,ABCD
407,2,STARTA,And listened to the lite,lite,B,4,ABCD
407,3,STARTAB,The leaves they whispered secrets flee,flee,C,4,ABCD
407,4,STARTABC,Of days that used to tee,tee,D,4,ABCD
408,1,START,The builder with his tools of pray,pray,A,4,ABCD
408,2,STARTA,Creates the structures we call slight,slight,B,4,ABCD
408,3,STARTAB,He builds the homes where we can referee,referee,C,4,ABCD
408,4,STARTABC,And makes our cities spite,spite,D,4,ABCD
409,1,START,We dance beneath the summer ray,ray,A,4,AAAB
409,2,STARTA,With joy that knows no kay,kay,A,4,AAAB
409,3,STARTAA,Our hearts are light and essay,essay,A,4,AAAB
409,4,STARTAAA,On this perfect summer blight,blight,B,4,AAAB
410,1,START,The rain falls soft upon the me,me,A,4,ABCD
410,2,STARTA,It waters all the earth so quee,quee,B,4,ABCD
410,3,STARTAB,It gives new life to everything free,free,C,4,ABCD
410,4,STARTABC,And shows what nature's agree,agree,D,4,ABCD
411,1,START,I wonder at the starry stay,stay,A,4,ABCD
411,2,STARTA,And all the mysteries it blight,blight,B,4,ABCD
411,3,STARTAB,The questions that we dare to free,free,C,4,ABCD
411,4,STARTABC,The answers we may never above,above,D,4,ABCD
412,1,START,In morning light the birds way,way,A,4,ABCD
412,2,STARTA,Their melodies so sweet and plight,plight,B,4,ABCD
412,3,STARTAB,They welcome in the brand jee,jee,C,4,ABCD
412,4,STARTABC,With songs that can't be kite,kite,D,4,ABCD
413,1,START,The children laugh and gray,gray,A,4,AAAB
413,2,STARTA,Their happiness so pure and ray,ray,A,4,AAAB
413,3,STARTAA,Their innocence so sweet and hay,hay,A,4,AAAB
413,4,STARTAAA,A joy that will write,write,B,4,AAAB
414,1,START,The desert sands they say,say,A,4,AABC
414,2,STARTA,Across the vast expanse decay,decay,A,4,AABC
414,3,STARTAA,They hold the heat of daytime fight,fight,B,4,AABC
414,4,STARTAAB,And cold of night to guarantee,guarantee,C,4,AABC
415,1,START,Beauty is in everything we quay,quay,A,4,ABCD
415,2,STARTA,If we but take the time to sight,sight,B,4,ABCD
415,3,STARTAB,In nature and in art we ye,ye,C,4,ABCD
415,4,STARTABC,And in the human love,love,D,4,ABCD
416,1,START,Inside the city fray,fray,A,4,ABAA
416,2,STARTA,Where people hurry spite,spite,B,4,ABAA
416,3,STARTAB,The life goes on and quay,quay,A,4,ABAA
416,4,STARTABA,And dreams are born and lay,lay,A,4,ABAA
417,1,START,Friendship is a bond so may,may,A,4,ABCD
417,2,STARTA,That stands the test of right,right,B,4,ABCD
417,3,STARTAB,Through good times and the agree,agree,C,4,ABCD
417,4,STARTABC,It helps our hearts to above,above,D,4,ABCD
418,1,START,Beneath the waves where mermaids array,array,A,4,ABCA
418,2,STARTA,The ocean's secrets lie ignite,ignite,B,4,ABCA
418,3,STARTAB,And sailors wonder as they nite,nite,C,4,ABCA
418,4,STARTABC,What treasures there may lay,lay,A,4,ABCA
419,1,START,The forest trees they hay,hay,A,4,AABC
419,2,STARTA,Their branches reaching stay,stay,A,4,AABC
419,3,STARTAA,They stand through generations excite,excite,B,4,AABC
419,4,STARTAAB,Their wisdom ever referee,referee,C,4,AABC
420,1,START,The musician plays his song of decay,decay,A,4,ABAC
420,2,STARTA,With melodies that make us write,write,B,4,ABAC
420,3,STARTAB,His fingers dance and move with gay,gay,A,4,ABAC
420,4,STARTABA,Creating magic we can rite,rite,C,4,ABAC
421,1,START,Upon the ocean lay,lay,A,4,ABAA
421,2,STARTA,Where waves begin to fight,fight,B,4,ABAA
421,3,STARTAB,The sailor finds his hay,hay,A,4,ABAA
421,4,STARTABA,And sets his course for stay,stay,A,4,ABAA
422,1,START,The writer sits with pen in pay,pay,A,4,ABCB
422,2,STARTA,And writes of love and knight,knight,B,4,ABCB
422,3,STARTAB,He tells of life and all its be,be,C,4,ABCB
422,4,STARTABC,In words that make us might,might,B,4,ABCB
423,1,START,The traveler with his map of hay,hay,A,4,ABAC
423,2,STARTA,Seeks adventures far and right,right,B,4,ABAC
423,3,STARTAB,He journeys to new places day,day,A,4,ABAC
423,4,STARTABA,That few have ever spite,spite,C,4,ABAC
424,1,START,Beauty is in everything we jay,jay,A,4,ABCD
424,2,STARTA,If we but take the time to tonight,tonight,B,4,ABCD
424,3,STARTAB,In nature and in art we three,three,C,4,ABCD
424,4,STARTABC,And in the human belove,belove,D,4,ABCD
425,1,START,The sun that shines so betray,betray,A,4,ABAC
425,2,STARTA,Upon the world below rite,rite,B,4,ABAC
425,3,STARTAB,It gives us light and stay,stay,A,4,ABAC
425,4,STARTABA,And makes the flowers tree,tree,C,4,ABAC
426,1,START,Friendship is a bond so way,way,A,4,ABCD
426,2,STARTA,That stands the test of delight,delight,B,4,ABCD
426,3,STARTAB,Through good times and the flee,flee,C,4,ABCD
426,4,STARTABC,It helps our hearts to improve,improve,D,4,ABCD
427,1,START,I sat beneath the willow way,way,A,4,ABCD
427,2,STARTA,And listened to the spite,spite,B,4,ABCD
427,3,STARTAB,The leaves they whispered secrets lee,lee,C,4,ABCD
427,4,STARTABC,Of days that used to tea,tea,D,4,ABCD
428,1,START,The moonlight shines so bright tokay,tokay,A,4,AAAA
428,2,STARTA,It guides us through the way,way,A,4,AAAA
428,3,STARTAA,And fills our hearts with pure degray,degray,A,4,AAAA
428,4,STARTAAA,Until the morning ray,ray,A,4,AAAA
429,1,START,Beneath the waves where mermaids okay,okay,A,4,ABCA
429,2,STARTA,The ocean's secrets lie white,white,B,4,ABCA
429,3,STARTAB,And sailors wonder as they spite,spite,C,4,ABCA
429,4,STARTABC,What treasures there may play,play,A,4,ABCA
430,1,START,The fire burns so warm and tsar,tsar,A,4,AAAA
430,2,STARTA,It lights the darkness of the star,star,A,4,AAAA
430,3,STARTAA,It gives us comfort in the bar,bar,A,4,AAAA
430,4,STARTAAA,And makes the night less scar,scar,A,4,AAAA
431,1,START,The wind blows through the trees so above,above,A,4,ABCD
431,2,STARTA,It whispers secrets we should disprove,disprove,B,4,ABCD
431,3,STARTAB,It carries messages from far shove,shove,C,4,ABCD
431,4,STARTABC,And makes the leaves all prove,prove,D,4,ABCD
432,1,START,Beneath the starry pay,pay,A,4,ABAA
432,2,STARTA,Where dreams begin to sight,sight,B,4,ABAA
432,3,STARTAB,The night is calm and play,play,A,4,ABAA
432,4,STARTABA,And all our worries hay,hay,A,4,ABAA
433,1,START,The winter snow falls soft and fray,fray,A,4,AABC
433,2,STARTA,Covering all the world in ray,ray,A,4,AABC
433,3,STARTAA,Creating scenes of purest lite,lite,B,4,AABC
433,4,STARTAAB,That only winter can tight,tight,C,4,AABC
434,1,START,Beneath the starry display,display,A,4,ABAA
434,2,STARTA,Where dreams begin to write,write,B,4,ABAA
434,3,STARTAB,The night is calm and say,say,A,4,ABAA
434,4,STARTABA,And all our worries day,day,A,4,ABAA
435,1,START,The writer sits with pen in way,way,A,4,ABCB
435,2,STARTA,And writes of love and plight,plight,B,4,ABCB
435,3,STARTAB,He tells of life and all its decree,decree,C,4,ABCB
435,4,STARTABC,In words that make us tonight,tonight,B,4,ABCB
436,1,START,The river keeps on flowing may,may,A,4,ABCA
436,2,STARTA,From mountain to the light,light,B,4,ABCA
436,3,STARTAB,It carries life and stories quee,quee,C,4,ABCA
436,4,STARTABC,In waters ever say,say,A,4,ABCA
437,1,START,The seasons they are changing say,say,A,4,ABCA
437,2,STARTA,From winter into sight,sight,B,4,ABCA
437,3,STARTAB,The cycle of the year brings wee,wee,C,4,ABCA
437,4,STARTABC,The promise of new way,way,A,4,ABCA
438,1,START,When winter winds begin to delay,delay,A,4,ABAC
438,2,STARTA,The world turns cold and quite,quite,B,4,ABAC
438,3,STARTAB,All nature seems to essay,essay,A,4,ABAC
438,4,STARTABA,As stories yet fright,fright,C,4,ABAC
439,1,START,The sailor sets his course by spray,spray,A,4,ABAC
439,2,STARTA,Across the mighty rolling rite,rite,B,4,ABAC
439,3,STARTAB,He dreams of home and yearns to okay,okay,A,4,ABAC
439,4,STARTABA,While waves crash on the stormy plight,plight,C,4,ABAC
440,1,START,The stars that twinkle nay,nay,A,4,ABAC
440,2,STARTA,In darkness of the night nite,nite,B,4,ABAC
440,3,STARTAB,They give us hope and ray,ray,A,4,ABAC
440,4,STARTABA,And make our future decree,decree,C,4,ABAC
441,1,START,The painter takes his brush in say,say,A,4,ABCD
441,2,STARTA,And creates a world of mite,mite,B,4,ABCD
441,3,STARTAB,With colors bright and shades of see,see,C,4,ABCD
441,4,STARTABC,That fill our souls with knight,knight,D,4,ABCD
442,1,START,The sun shines bright on this fine play,play,A,4,AABC
